antecedents,consequents,support,confidence,lift
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,0.031194737214401923,0.5967523680649527,12.591474966170503
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED,0.031194737214401923,0.6582089552238807,12.591474966170503
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE IVORY,0.014076536747541911,0.41458333333333336,14.122806224899598
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE PINK,0.014076536747541911,0.4795180722891566,14.122806224899598
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE IVORY,0.019593973261653817,0.374830852503383,12.768635570699578
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED,0.019593973261653817,0.6674698795180724,12.76863557069958
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE ORANGE,0.0102567730070029,0.30208333333333337,13.820556903991372
ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE PINK,0.0102567730070029,0.4692556634304207,13.82055690399137
ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE RED,0.014430218575369597,0.6601941747572816,12.62945202779931
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE ORANGE,0.014430218575369597,0.27604871447902574,12.62945202779931
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED,0.021999009690882084,0.6479166666666668,12.394584460983314
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE PINK,0.021999009690882084,0.4208389715832206,12.394584460983312
PAINTED METAL PEARS ASSORTED,ASSORTED COLOUR BIRD ORNAMENT,0.015208318596590506,0.6656346749226005,8.761710800168347
ASSORTED COLOUR BIRD ORNAMENT,PAINTED METAL PEARS ASSORTED,0.015208318596590506,0.20018621973929238,8.761710800168348
WHITE HANGING HEART T-LIGHT HOLDER,ASSORTED COLOUR BIRD ORNAMENT,0.013793591285279762,0.12572533849129594,1.6549153726736041
ASSORTED COLOUR BIRD ORNAMENT,WHITE HANGING HEART T-LIGHT HOLDER,0.013793591285279762,0.1815642458100559,1.6549153726736043
BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT,0.01740114592912216,0.7068965517241379,14.483183408295853
BAKING SET 9 PIECE RETROSPOT,BAKING SET SPACEBOY DESIGN,0.01740114592912216,0.3565217391304348,14.48318340829585
RETROSPOT TEA SET CERAMIC 11 PC,BAKING SET 9 PIECE RETROSPOT,0.01230812760840348,0.26047904191616766,5.336800312418641
BAKING SET 9 PIECE RETROSPOT,RETROSPOT TEA SET CERAMIC 11 PC,0.01230812760840348,0.2521739130434783,5.336800312418641
BATHROOM METAL SIGN,KITCHEN METAL SIGN,0.011742236683879182,0.42894056847545214,28.875870554940317
KITCHEN METAL SIGN,BATHROOM METAL SIGN,0.011742236683879182,0.7904761904761904,28.87587055494032
TOILET METAL SIGN,BATHROOM METAL SIGN,0.014925373134328358,0.7508896797153024,27.429786568824884
BATHROOM METAL SIGN,TOILET METAL SIGN,0.014925373134328358,0.545219638242894,27.429786568824884
BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,0.014996109499893896,0.7386759581881532,34.925291039819136
PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,0.014996109499893896,0.7090301003344482,34.92529103981914
BLUE HARMONICA IN BOX,RED  HARMONICA IN BOX,0.015066845865459432,0.5246305418719212,18.133745649005743
RED  HARMONICA IN BOX,BLUE HARMONICA IN BOX,0.015066845865459432,0.5207823960880196,18.133745649005746
BLUE STRIPE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.010398245738133974,0.5,28.733739837398375
BLUE SPOT CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.010398245738133974,0.5975609756097561,28.733739837398375
BLUE STRIPE CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB,0.01202518214614133,0.5782312925170068,30.501700680272105
RED STRIPE CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.01202518214614133,0.6343283582089552,30.50170068027211
WHITE HANGING HEART T-LIGHT HOLDER,CANDLEHOLDER PINK HANGING HEART,0.015066845865459432,0.13733075435203096,6.386331823271913
CANDLEHOLDER PINK HANGING HEART,WHITE HANGING HEART T-LIGHT HOLDER,0.015066845865459432,0.700657894736842,6.386331823271912
CHARLOTTE BAG APPLES DESIGN,RED RETROSPOT CHARLOTTE BAG,0.011176345759354884,0.5096774193548387,12.843689264562128
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG APPLES DESIGN,0.011176345759354884,0.2816399286987522,12.843689264562128
CHARLOTTE BAG DOLLY GIRL DESIGN,RED RETROSPOT CHARLOTTE BAG,0.010398245738133974,0.5675675675675677,14.302500361323894
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG DOLLY GIRL DESIGN,0.010398245738133974,0.2620320855614973,14.302500361323892
CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN,0.012803282167362241,0.46529562982005146,14.520715935465933
CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT,0.012803282167362241,0.3995584988962473,14.520715935465933
LUNCH BAG RED RETROSPOT,CHARLOTTE BAG PINK POLKADOT,0.010044563910306288,0.1360153256704981,4.943055678673089
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.010044563910306288,0.36503856041131105,4.943055678673089
CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG,0.018108509584777534,0.6580976863753213,16.583827080727126
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.018108509584777534,0.4563279857397504,16.583827080727126
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.01230812760840348,0.42751842751842756,15.536832930149128
CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG,0.01230812760840348,0.44730077120822626,15.536832930149128
CHARLOTTE BAG PINK POLKADOT,WOODLAND CHARLOTTE BAG,0.010186036641437362,0.37017994858611825,15.081365801619462
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.010186036641437362,0.41498559077809793,15.081365801619462
LUNCH BAG RED RETROSPOT,CHARLOTTE BAG SUKI DESIGN,0.011105609393789347,0.1503831417624521,4.693082726480763
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.011105609393789347,0.34657836644591616,4.693082726480763
LUNCH BAG SUKI DESIGN,CHARLOTTE BAG SUKI DESIGN,0.010186036641437362,0.1795511221945137,5.603342636785519
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG SUKI DESIGN,0.010186036641437362,0.31788079470198677,5.60334263678552
CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,0.01740114592912216,0.543046357615894,13.684574612506049
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.01740114592912216,0.4385026737967914,13.68457461250605
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.013652118554148688,0.47420147420147424,14.798645123148436
CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG,0.013652118554148688,0.42604856512141287,14.798645123148438
CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG,0.012874018532927778,0.40176600441501104,16.368201741830003
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.012874018532927778,0.5244956772334294,16.368201741830003
PINK FAIRY CAKE CHILDRENS APRON,CHILDRENS APRON SPACEBOY DESIGN,0.011459291221617034,0.47093023255813954,18.493168604651164
CHILDRENS APRON SPACEBOY DESIGN,PINK FAIRY CAKE CHILDRENS APRON,0.011459291221617034,0.45,18.493168604651164
HOT WATER BOTTLE I AM SO POORLY,CHOCOLATE HOT WATER BOTTLE,0.01931102779939167,0.5747368421052632,12.61654462242563
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY,0.01931102779939167,0.4239130434782609,12.61654462242563
HOT WATER BOTTLE KEEP CALM,CHOCOLATE HOT WATER BOTTLE,0.016764518639032326,0.34801762114537443,7.63963526418037
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE KEEP CALM,0.016764518639032326,0.36801242236024845,7.639635264180371
HOT WATER BOTTLE TEA AND SYMPATHY,CHOCOLATE HOT WATER BOTTLE,0.01725967319799109,0.5180467091295118,11.372090569819733
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY,0.01725967319799109,0.3788819875776398,11.372090569819733
RETROSPOT HEART HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.011600763952748108,0.3474576271186441,7.627342351826509
CHOCOLATE HOT WATER BOTTLE,RETROSPOT HEART HOT WATER BOTTLE,0.011600763952748108,0.25465838509316774,7.62734235182651
SCOTTIE DOG HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.01612789134894249,0.375,8.231948757763975
CHOCOLATE HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,0.01612789134894249,0.35403726708074534,8.231948757763975
CHOCOLATE THIS WAY METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.010822663931527199,0.4473684210526316,11.955477066958512
HAND OVER THE CHOCOLATE   SIGN,CHOCOLATE THIS WAY METAL SIGN,0.010822663931527199,0.28922495274102084,11.955477066958514
CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT TREE TOP ANGEL,0.01230812760840348,0.47671232876712333,21.739619973486523
CHRISTMAS CRAFT TREE TOP ANGEL,CHRISTMAS CRAFT LITTLE FRIENDS,0.01230812760840348,0.5612903225806452,21.739619973486523
CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT WHITE FAIRY,0.012803282167362241,0.4958904109589041,24.09073106435061
CHRISTMAS CRAFT WHITE FAIRY,CHRISTMAS CRAFT LITTLE FRIENDS,0.012803282167362241,0.6219931271477663,24.09073106435061
CHRISTMAS CRAFT WHITE FAIRY,CHRISTMAS CRAFT TREE TOP ANGEL,0.010327509372568438,0.5017182130584192,22.879968961312493
CHRISTMAS CRAFT TREE TOP ANGEL,CHRISTMAS CRAFT WHITE FAIRY,0.010327509372568438,0.4709677419354839,22.879968961312493
COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN,0.017118200466860013,0.4773175542406311,11.41766203773232
GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN,0.017118200466860013,0.40947546531302875,11.417662037732322
COOK WITH WINE METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.015986418617811415,0.44575936883629186,11.912476743362303
HAND OVER THE CHOCOLATE   SIGN,COOK WITH WINE METAL SIGN,0.015986418617811415,0.4272211720226843,11.912476743362303
COOK WITH WINE METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.01513758223102497,0.42209072978303747,10.323696621008306
PLEASE ONE PERSON METAL SIGN,COOK WITH WINE METAL SIGN,0.01513758223102497,0.370242214532872,10.323696621008306
DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.021079436938530097,0.6651785714285714,19.714107891584305
SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.021079436938530097,0.6247379454926624,19.7141078915843
FELTCRAFT CUSHION BUTTERFLY,FELTCRAFT CUSHION OWL,0.01103487302822381,0.5864661654135338,21.64718584974185
FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION BUTTERFLY,0.01103487302822381,0.4073107049608355,21.64718584974185
FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION BUTTERFLY,0.012874018532927778,0.6127946127946128,32.56796030480241
FELTCRAFT CUSHION BUTTERFLY,FELTCRAFT CUSHION RABBIT,0.012874018532927778,0.6842105263157895,32.56796030480241
FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION OWL,0.012874018532927778,0.6127946127946128,22.619001151638226
FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION RABBIT,0.012874018532927778,0.4751958224543081,22.61900115163823
FELTCRAFT PRINCESS CHARLOTTE DOLL,FELTCRAFT PRINCESS LOLA DOLL,0.014854636768762822,0.584958217270195,25.135423457594975
FELTCRAFT PRINCESS LOLA DOLL,FELTCRAFT PRINCESS CHARLOTTE DOLL,0.014854636768762822,0.6382978723404256,25.135423457594978
FELTCRAFT PRINCESS CHARLOTTE DOLL,FELTCRAFT PRINCESS OLIVIA DOLL,0.0102567730070029,0.403899721448468,26.072741379529642
FELTCRAFT PRINCESS OLIVIA DOLL,FELTCRAFT PRINCESS CHARLOTTE DOLL,0.0102567730070029,0.6621004566210046,26.072741379529646
FELTCRAFT PRINCESS LOLA DOLL,FELTCRAFT PRINCESS OLIVIA DOLL,0.010610454834830587,0.45592705167173253,29.431236207686222
FELTCRAFT PRINCESS OLIVIA DOLL,FELTCRAFT PRINCESS LOLA DOLL,0.010610454834830587,0.684931506849315,29.43123620768622
GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA,0.030416637193181013,0.6195965417867435,14.721405565107888
GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM,0.030416637193181013,0.7226890756302521,14.721405565107887
HAND OVER THE CHOCOLATE   SIGN,GIN + TONIC DIET METAL SIGN,0.01619862771450803,0.43289224952741023,10.354987701470387
GIN + TONIC DIET METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.01619862771450803,0.38747884940778343,10.354987701470387
NO SINGING METAL SIGN,GIN + TONIC DIET METAL SIGN,0.010115300275871826,0.4230769230769231,10.120200442535468
GIN + TONIC DIET METAL SIGN,NO SINGING METAL SIGN,0.010115300275871826,0.24196277495769883,10.120200442535468
GIN + TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.014571691306500672,0.3485617597292724,8.525289960714055
PLEASE ONE PERSON METAL SIGN,GIN + TONIC DIET METAL SIGN,0.014571691306500672,0.356401384083045,8.525289960714057
PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.027657918936125063,0.8283898305084747,19.815477214717948
GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.027657918936125063,0.6615905245346869,19.815477214717944
GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.03239725542901606,0.7749576988155669,16.959097504884937
ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.03239725542901606,0.7089783281733747,16.959097504884937
SCOTTIE DOG HOT WATER BOTTLE,GREY HEART HOT WATER BOTTLE,0.010115300275871826,0.23519736842105263,7.135161367743392
GREY HEART HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,0.010115300275871826,0.30686695278969955,7.135161367743392
HAND OVER THE CHOCOLATE   SIGN,PLEASE ONE PERSON METAL SIGN,0.013935064016410837,0.3724007561436673,9.108355518344334
PLEASE ONE PERSON METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.013935064016410837,0.3408304498269896,9.108355518344334
HAND WARMER OWL DESIGN,HAND WARMER BIRD DESIGN,0.017047464101294475,0.47162426614481406,15.39804214893588
HAND WARMER BIRD DESIGN,HAND WARMER OWL DESIGN,0.017047464101294475,0.556581986143187,15.39804214893588
HAND WARMER RED LOVE HEART,HAND WARMER BIRD DESIGN,0.010186036641437362,0.41498559077809793,13.548848260577298
HAND WARMER BIRD DESIGN,HAND WARMER RED LOVE HEART,0.010186036641437362,0.3325635103926097,13.5488482605773
HAND WARMER BIRD DESIGN,HAND WARMER SCOTTY DOG DESIGN,0.01563273678998373,0.510392609699769,16.85845869935896
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER BIRD DESIGN,0.01563273678998373,0.5163551401869159,16.85845869935896
HAND WARMER UNION JACK,HAND WARMER BIRD DESIGN,0.010893400297092735,0.37108433734939755,12.115517960989452
HAND WARMER BIRD DESIGN,HAND WARMER UNION JACK,0.010893400297092735,0.3556581986143187,12.115517960989454
HAND WARMER RED LOVE HEART,HAND WARMER OWL DESIGN,0.013369173091886538,0.5446685878962536,15.068453673364653
HAND WARMER OWL DESIGN,HAND WARMER RED LOVE HEART,0.013369173091886538,0.3698630136986301,15.068453673364651
HAND WARMER OWL DESIGN,HAND WARMER RED RETROSPOT,0.012095918511706868,0.3346379647749511,15.309957631143961
HAND WARMER RED RETROSPOT,HAND WARMER OWL DESIGN,0.012095918511706868,0.5533980582524272,15.30995763114396
HAND WARMER OWL DESIGN,HAND WARMER SCOTTY DOG DESIGN,0.018108509584777534,0.5009784735812133,16.54750626405984
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER OWL DESIGN,0.018108509584777534,0.5981308411214953,16.54750626405984
HAND WARMER UNION JACK,HAND WARMER OWL DESIGN,0.013510645823017614,0.4602409638554217,12.732732888501168
HAND WARMER OWL DESIGN,HAND WARMER UNION JACK,0.013510645823017614,0.3737769080234834,12.732732888501168
HAND WARMER RED LOVE HEART,HAND WARMER SCOTTY DOG DESIGN,0.011954445780575794,0.48703170028818443,16.086839128444073
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER RED LOVE HEART,0.011954445780575794,0.39485981308411217,16.086839128444073
HAND WARMER UNION JACK,HAND WARMER RED LOVE HEART,0.012095918511706868,0.41204819277108434,16.78710461442311
HAND WARMER RED LOVE HEART,HAND WARMER UNION JACK,0.012095918511706868,0.49279538904899134,16.787104614423107
HAND WARMER RED RETROSPOT,HAND WARMER SCOTTY DOG DESIGN,0.011388554856051496,0.5210355987055016,17.210000604905787
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER RED RETROSPOT,0.011388554856051496,0.3761682242990654,17.210000604905783
HAND WARMER UNION JACK,HAND WARMER SCOTTY DOG DESIGN,0.012591073070665629,0.4289156626506024,14.16724467965319
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER UNION JACK,0.012591073070665629,0.4158878504672897,14.16724467965319
SINGLE HEART ZINC T-LIGHT HOLDER,HANGING HEART ZINC T-LIGHT HOLDER,0.010044563910306288,0.494773519163763,19.98460925833748
HANGING HEART ZINC T-LIGHT HOLDER,SINGLE HEART ZINC T-LIGHT HOLDER,0.010044563910306288,0.4057142857142857,19.98460925833748
HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.02596024616255217,0.4400479616306955,8.316788814937356
HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.02596024616255217,0.49064171122994654,8.316788814937356
LARGE WHITE HEART OF WICKER,HEART OF WICKER LARGE,0.013156963995189928,0.3788187372708758,7.159572845987127
HEART OF WICKER LARGE,LARGE WHITE HEART OF WICKER,0.013156963995189928,0.2486631016042781,7.159572845987127
WHITE HANGING HEART T-LIGHT HOLDER,HEART OF WICKER LARGE,0.01817924595034307,0.1656995486782721,3.131677165327183
HEART OF WICKER LARGE,WHITE HANGING HEART T-LIGHT HOLDER,0.01817924595034307,0.3435828877005348,3.131677165327183
HEART OF WICKER SMALL,NATURAL SLATE HEART CHALKBOARD,0.010186036641437362,0.1726618705035971,2.712134292565947
NATURAL SLATE HEART CHALKBOARD,HEART OF WICKER SMALL,0.010186036641437362,0.15999999999999998,2.712134292565947
HEART OF WICKER SMALL,SMALL WHITE HEART OF WICKER,0.013298436726321002,0.22541966426858515,5.752270385857379
SMALL WHITE HEART OF WICKER,HEART OF WICKER SMALL,0.013298436726321002,0.33935018050541516,5.752270385857379
WHITE HANGING HEART T-LIGHT HOLDER,HEART OF WICKER SMALL,0.015491264058852657,0.1411992263056093,2.3934453984201425
HEART OF WICKER SMALL,WHITE HANGING HEART T-LIGHT HOLDER,0.015491264058852657,0.262589928057554,2.3934453984201425
HERB MARKER BASIL,HERB MARKER MINT,0.011388554856051496,0.9147727272727272,70.6674428713363
HERB MARKER MINT,HERB MARKER BASIL,0.011388554856051496,0.8797814207650273,70.6674428713363
HERB MARKER BASIL,HERB MARKER PARSLEY,0.011388554856051496,0.9147727272727272,73.06294940934771
HERB MARKER PARSLEY,HERB MARKER BASIL,0.011388554856051496,0.9096045197740114,73.06294940934772
HERB MARKER BASIL,HERB MARKER ROSEMARY,0.01153002758718257,0.9261363636363635,72.73772095959595
HERB MARKER ROSEMARY,HERB MARKER BASIL,0.01153002758718257,0.9055555555555556,72.73772095959596
HERB MARKER BASIL,HERB MARKER THYME,0.01131781849048596,0.9090909090909092,72.60914227015923
HERB MARKER THYME,HERB MARKER BASIL,0.01131781849048596,0.9039548022598871,72.60914227015923
HERB MARKER MINT,HERB MARKER CHIVES,0.010468982103699512,0.8087431693989071,72.3620391505845
HERB MARKER CHIVES,HERB MARKER MINT,0.010468982103699512,0.9367088607594938,72.3620391505845
HERB MARKER CHIVES,HERB MARKER PARSLEY,0.010468982103699512,0.9367088607594938,74.81498963026533
HERB MARKER PARSLEY,HERB MARKER CHIVES,0.010468982103699512,0.8361581920903955,74.81498963026533
HERB MARKER ROSEMARY,HERB MARKER CHIVES,0.010398245738133974,0.8166666666666667,73.07099156118144
HERB MARKER CHIVES,HERB MARKER ROSEMARY,0.010398245738133974,0.9303797468354431,73.07099156118144
HERB MARKER CHIVES,HERB MARKER THYME,0.010468982103699512,0.9367088607594938,74.81498963026533
HERB MARKER THYME,HERB MARKER CHIVES,0.010468982103699512,0.8361581920903955,74.81498963026533
HERB MARKER MINT,HERB MARKER PARSLEY,0.01153002758718257,0.8907103825136612,71.14108857398661
HERB MARKER PARSLEY,HERB MARKER MINT,0.01153002758718257,0.92090395480226,71.14108857398661
HERB MARKER MINT,HERB MARKER ROSEMARY,0.011671500318313646,0.9016393442622951,70.81375227686704
HERB MARKER ROSEMARY,HERB MARKER MINT,0.011671500318313646,0.9166666666666667,70.81375227686704
HERB MARKER MINT,HERB MARKER THYME,0.011388554856051496,0.8797814207650273,70.26819178166775
HERB MARKER THYME,HERB MARKER MINT,0.011388554856051496,0.9096045197740114,70.26819178166775
HERB MARKER ROSEMARY,HERB MARKER PARSLEY,0.011671500318313646,0.9166666666666667,73.21421845574389
HERB MARKER PARSLEY,HERB MARKER ROSEMARY,0.011671500318313646,0.9322033898305087,73.21421845574389
HERB MARKER PARSLEY,HERB MARKER THYME,0.01153002758718257,0.92090395480226,73.55265089852853
HERB MARKER THYME,HERB MARKER PARSLEY,0.01153002758718257,0.92090395480226,73.55265089852853
HERB MARKER ROSEMARY,HERB MARKER THYME,0.01181297304944472,0.9277777777777778,74.10166352793472
HERB MARKER THYME,HERB MARKER ROSEMARY,0.01181297304944472,0.9435028248587571,74.10166352793472
HOME BUILDING BLOCK WORD,LOVE BUILDING BLOCK WORD,0.01846219141260522,0.3972602739726027,10.556519723967453
LOVE BUILDING BLOCK WORD,HOME BUILDING BLOCK WORD,0.01846219141260522,0.4906015037593985,10.556519723967453
WHITE HANGING HEART T-LIGHT HOLDER,HOME BUILDING BLOCK WORD,0.012591073070665629,0.11476466795615732,2.469449179446265
HOME BUILDING BLOCK WORD,WHITE HANGING HEART T-LIGHT HOLDER,0.012591073070665629,0.2709284627092846,2.469449179446265
HOT WATER BOTTLE I AM SO POORLY,HOT WATER BOTTLE KEEP CALM,0.012944754898493315,0.38526315789473686,7.997746348249479
HOT WATER BOTTLE KEEP CALM,HOT WATER BOTTLE I AM SO POORLY,0.012944754898493315,0.26872246696035246,7.997746348249479
